unitid,Other,Female,Male,Asian,American Indian,Black,Hispanic,White,Unknown
220181,144,144,144,72,72,72,72,72,72
220206,144,144,144,72,72,72,72,72,72
220215,144,144,144,72,72,72,72,72,72
220312,144,144,144,72,72,72,72,72,72
220400,72,72,72,36,36,36,36,36,36
220464,72,72,72,36,36,36,36,36,36
220473,144,144,144,72,72,72,72,72,72
220516,144,144,144,72,72,72,72,72,72
220552,144,144,144,72,72,72,72,72,72
220589,108,108,108,54,54,54,54,54,54
220598,144,144,144,72,72,72,72,72,72
220604,144,144,144,72,72,72,72,72,72
220613,144,144,144,72,72,72,72,72,72
220631,144,144,144,72,72,72,72,72,72
220701,144,144,144,72,72,72,72,72,72
220710,144,144,144,72,72,72,72,72,72
220808,144,144,144,72,72,72,72,72,72
220862,144,144,144,72,72,72,72,72,72
220941,144,144,144,72,72,72,72,72,72
220978,144,144,144,72,72,72,72,72,72
221014,144,144,144,72,72,72,72,72,72
221096,72,72,72,36,36,36,36,36,36
221148,72,72,72,36,36,36,36,36,36
221184,72,72,72,36,36,36,36,36,36
221254,144,144,144,72,72,72,72,72,72
221351,144,144,144,72,72,72,72,72,72
221397,72,72,72,36,36,36,36,36,36
221485,72,72,72,36,36,36,36,36,36
221519,144,144,144,72,72,72,72,72,72
221643,72,72,72,36,36,36,36,36,36
221661,144,144,144,72,72,72,72,72,72
221731,144,144,144,72,72,72,72,72,72
221740,144,144,144,72,72,72,72,72,72
221759,144,144,144,72,72,72,72,72,72
221768,144,144,144,72,72,72,72,72,72
221795,144,144,144,72,72,72,72,72,72
221838,144,144,144,72,72,72,72,72,72
221847,144,144,144,72,72,72,72,72,72
221856,144,144,144,72,72,72,72,72,72
221892,144,144,144,72,72,72,72,72,72
221908,72,72,72,36,36,36,36,36,36
221953,144,144,144,72,72,72,72,72,72
221971,144,144,144,72,72,72,72,72,72
221999,144,144,144,72,72,72,72,72,72
222053,72,72,72,36,36,36,36,36,36
222062,72,72,72,36,36,36,36,36,36
222099,72,72,72,36,36,36,36,36,36
222105,72,72,72,36,36,36,36,36,36
222178,144,144,144,72,72,72,72,72,72
222567,72,72,72,36,36,36,36,36,36
222576,72,72,72,36,36,36,36,36,36
222822,72,72,72,36,36,36,36,36,36
222831,144,144,144,72,72,72,72,72,72
222877,144,144,144,72,72,72,72,72,72
222938,144,144,144,72,72,72,72,72,72
222983,144,144,144,72,72,72,72,72,72
222992,72,72,72,36,36,36,36,36,36
223083,54,54,54,27,27,27,27,27,27
223232,144,144,144,72,72,72,72,72,72
223320,72,72,72,36,36,36,36,36,36
223427,72,72,72,36,36,36,36,36,36
223463,90,90,90,45,45,45,45,45,45
223472,72,72,72,36,36,36,36,36,36
223506,144,144,144,72,72,72,72,72,72
223524,72,72,72,36,36,36,36,36,36
223773,72,72,72,36,36,36,36,36,36
223816,72,72,72,36,36,36,36,36,36
223898,72,72,72,36,36,36,36,36,36
223922,72,72,72,36,36,36,36,36,36
224004,144,144,144,72,72,72,72,72,72
224110,72,72,72,36,36,36,36,36,36
224147,144,144,144,72,72,72,72,72,72
224183,72,72,72,36,36,36,36,36,36
224226,144,144,144,72,72,72,72,72,72
224244,144,144,144,72,72,72,72,72,72
224271,72,72,72,36,36,36,36,36,36
224323,144,144,144,72,72,72,72,72,72
224350,72,72,72,36,36,36,36,36,36
224402,108,108,108,54,54,54,54,54,54
224439,90,90,90,45,45,45,45,45,45
224527,144,144,144,72,72,72,72,72,72
224545,36,36,36,18,18,18,18,18,18
224554,144,144,144,72,72,72,72,72,72
224572,72,72,72,36,36,36,36,36,36
224615,72,72,72,36,36,36,36,36,36
224642,72,72,72,36,36,36,36,36,36
224660,72,72,72,36,36,36,36,36,36
224679,72,72,72,36,36,36,36,36,36
224776,144,144,144,72,72,72,72,72,72
224891,72,72,72,36,36,36,36,36,36
224961,72,72,72,36,36,36,36,36,36
225070,72,72,72,36,36,36,36,36,36
225201,144,144,144,72,72,72,72,72,72
225247,144,144,144,72,72,72,72,72,72
225308,72,72,72,36,36,36,36,36,36
225371,72,72,72,36,36,36,36,36,36
225399,144,144,144,72,72,72,72,72,72
225423,72,72,72,36,36,36,36,36,36
225432,144,144,144,72,72,72,72,72,72
225502,36,36,36,18,18,18,18,18,18
225511,144,144,144,72,72,72,72,72,72
225520,72,72,72,36,36,36,36,36,36
225548,144,144,144,72,72,72,72,72,72
225575,144,144,144,72,72,72,72,72,72
225627,144,144,144,72,72,72,72,72,72
225779,72,72,72,36,36,36,36,36,36
225788,72,72,72,36,36,36,36,36,36
225849,144,144,144,72,72,72,72,72,72
225858,144,144,144,72,72,72,72,72,72
225876,72,72,72,36,36,36,36,36,36
225885,144,144,144,72,72,72,72,72,72
225991,72,72,72,36,36,36,36,36,36
226019,72,72,72,36,36,36,36,36,36
226091,144,144,144,72,72,72,72,72,72
226107,72,72,72,36,36,36,36,36,36
226116,72,72,72,36,36,36,36,36,36
226134,72,72,72,36,36,36,36,36,36
226152,144,144,144,72,72,72,72,72,72
226204,72,72,72,36,36,36,36,36,36
226231,144,144,144,72,72,72,72,72,72
226277,72,72,72,36,36,36,36,36,36
226329,54,54,54,27,27,27,27,27,27
226383,144,144,144,72,72,72,72,72,72
226408,72,72,72,36,36,36,36,36,36
226471,144,144,144,72,72,72,72,72,72
226578,72,72,72,36,36,36,36,36,36
226587,144,144,144,72,72,72,72,72,72
226806,144,144,144,72,72,72,72,72,72
226833,144,144,144,72,72,72,72,72,72
226879,90,90,90,45,45,45,45,45,45
226930,72,72,72,36,36,36,36,36,36
227146,72,72,72,36,36,36,36,36,36
227182,72,72,72,36,36,36,36,36,36
227191,72,72,72,36,36,36,36,36,36
227216,144,144,144,72,72,72,72,72,72
227225,72,72,72,36,36,36,36,36,36
227243,144,144,144,72,72,72,72,72,72
227304,72,72,72,36,36,36,36,36,36
227331,144,144,144,72,72,72,72,72,72
227368,144,144,144,72,72,72,72,72,72
227377,144,144,144,72,72,72,72,72,72
227386,72,72,72,36,36,36,36,36,36
227401,72,72,72,36,36,36,36,36,36
227429,144,144,144,72,72,72,72,72,72
227526,144,144,144,72,72,72,72,72,72
227687,72,72,72,36,36,36,36,36,36
227757,144,144,144,72,72,72,72,72,72
227766,72,72,72,36,36,36,36,36,36
227836,72,72,72,36,36,36,36,36,36
227845,144,144,144,72,72,72,72,72,72
227854,72,72,72,36,36,36,36,36,36
227863,144,144,144,72,72,72,72,72,72
227881,144,144,144,72,72,72,72,72,72
227924,72,72,72,36,36,36,36,36,36
227979,72,72,72,36,36,36,36,36,36
228042,144,144,144,72,72,72,72,72,72
228149,144,144,144,72,72,72,72,72,72
228158,72,72,72,36,36,36,36,36,36
228246,144,144,144,72,72,72,72,72,72
228316,72,72,72,36,36,36,36,36,36
228325,144,144,144,72,72,72,72,72,72
228343,144,144,144,72,72,72,72,72,72
228431,144,144,144,72,72,72,72,72,72
228459,144,144,144,72,72,72,72,72,72
228468,144,144,144,72,72,72,72,72,72
228486,36,36,36,18,18,18,18,18,18
228501,144,144,144,72,72,72,72,72,72
228529,144,144,144,72,72,72,72,72,72
228547,72,72,72,36,36,36,36,36,36
228608,72,72,72,36,36,36,36,36,36
228644,108,108,108,54,54,54,54,54,54
228680,72,72,72,36,36,36,36,36,36
228699,72,72,72,36,36,36,36,36,36
228705,144,144,144,72,72,72,72,72,72
228714,108,108,108,54,54,54,54,54,54
228723,144,144,144,72,72,72,72,72,72
228769,144,144,144,72,72,72,72,72,72
228778,144,144,144,72,72,72,72,72,72
228787,144,144,144,72,72,72,72,72,72
228796,144,144,144,72,72,72,72,72,72
228802,144,144,144,72,72,72,72,72,72
228875,144,144,144,72,72,72,72,72,72
228884,144,144,144,72,72,72,72,72,72
228981,144,144,144,72,72,72,72,72,72
229018,144,144,144,72,72,72,72,72,72
229027,144,144,144,72,72,72,72,72,72
229036,72,72,72,36,36,36,36,36,36
229063,144,144,144,72,72,72,72,72,72
229115,144,144,144,72,72,72,72,72,72
229160,144,144,144,72,72,72,72,72,72
229179,144,144,144,72,72,72,72,72,72
229267,144,144,144,72,72,72,72,72,72
229319,72,72,72,36,36,36,36,36,36
229328,72,72,72,36,36,36,36,36,36
229355,72,72,72,36,36,36,36,36,36
229504,72,72,72,36,36,36,36,36,36
229540,72,72,72,36,36,36,36,36,36
229780,144,144,144,72,72,72,72,72,72
229799,72,72,72,36,36,36,36,36,36
229814,144,144,144,72,72,72,72,72,72
229832,72,72,72,36,36,36,36,36,36
229841,72,72,72,36,36,36,36,36,36
229887,144,144,144,72,72,72,72,72,72
230038,144,144,144,72,72,72,72,72,72
230047,144,144,144,72,72,72,72,72,72
230056,144,144,144,72,72,72,72,72,72
230092,54,54,54,27,27,27,27,27,27
230162,54,54,54,27,27,27,27,27,27
230171,144,144,144,72,72,72,72,72,72
230366,144,144,144,72,72,72,72,72,72
230384,144,144,144,72,72,72,72,72,72
230418,72,72,72,36,36,36,36,36,36
230472,144,144,144,72,72,72,72,72,72
230597,90,90,90,45,45,45,45,45,45
230603,144,144,144,72,72,72,72,72,72
230621,144,144,144,72,72,72,72,72,72
230630,144,144,144,72,72,72,72,72,72
230676,54,54,54,27,27,27,27,27,27
230728,144,144,144,72,72,72,72,72,72
230737,144,144,144,72,72,72,72,72,72
230746,72,72,72,36,36,36,36,36,36
230764,144,144,144,72,72,72,72,72,72
230782,144,144,144,72,72,72,72,72,72
230807,144,144,144,72,72,72,72,72,72
230816,144,144,144,72,72,72,72,72,72
230825,144,144,144,72,72,72,72,72,72
230834,144,144,144,72,72,72,72,72,72
230852,144,144,144,72,72,72,72,72,72
230861,72,72,72,36,36,36,36,36,36
230889,144,144,144,72,72,72,72,72,72
230898,144,144,144,72,72,72,72,72,72
230913,144,144,144,72,72,72,72,72,72
230931,144,144,144,72,72,72,72,72,72
230940,144,144,144,72,72,72,72,72,72
230959,144,144,144,72,72,72,72,72,72
230977,144,144,144,72,72,72,72,72,72
230995,144,144,144,72,72,72,72,72,72
231059,144,144,144,72,72,72,72,72,72
231077,144,144,144,72,72,72,72,72,72
231086,144,144,144,72,72,72,72,72,72
231095,144,144,144,72,72,72,72,72,72
231165,144,144,144,72,72,72,72,72,72
231174,144,144,144,72,72,72,72,72,72
231411,72,72,72,36,36,36,36,36,36
231420,144,144,144,72,72,72,72,72,72
231536,72,72,72,36,36,36,36,36,36
231554,144,144,144,72,72,72,72,72,72
231581,144,144,144,72,72,72,72,72,72
231624,144,144,144,72,72,72,72,72,72
231651,36,36,36,18,18,18,18,18,18
231697,72,72,72,36,36,36,36,36,36
231712,144,144,144,72,72,72,72,72,72
231785,144,144,144,72,72,72,72,72,72
231828,144,144,144,72,72,72,72,72,72
231837,144,144,144,72,72,72,72,72,72
231873,72,72,72,36,36,36,36,36,36
231882,72,72,72,36,36,36,36,36,36
232016,144,144,144,72,72,72,72,72,72
232025,144,144,144,72,72,72,72,72,72
232043,144,144,144,72,72,72,72,72,72
232052,72,72,72,36,36,36,36,36,36
232089,144,144,144,72,72,72,72,72,72
232186,144,144,144,72,72,72,72,72,72
232195,72,72,72,36,36,36,36,36,36
232256,144,144,144,72,72,72,72,72,72
232265,144,144,144,72,72,72,72,72,72
232308,144,144,144,72,72,72,72,72,72
232414,72,72,72,36,36,36,36,36,36
232423,144,144,144,72,72,72,72,72,72
232450,72,72,72,36,36,36,36,36,36
232557,144,144,144,72,72,72,72,72,72
232566,144,144,144,72,72,72,72,72,72
232575,72,72,72,36,36,36,36,36,36
232609,144,144,144,72,72,72,72,72,72
232672,144,144,144,72,72,72,72,72,72
232681,144,144,144,72,72,72,72,72,72
232706,144,144,144,72,72,72,72,72,72
232788,72,72,72,36,36,36,36,36,36
232797,144,144,144,72,72,72,72,72,72
232867,72,72,72,36,36,36,36,36,36
232885,108,108,108,54,54,54,54,54,54
232937,144,144,144,72,72,72,72,72,72
232946,72,72,72,36,36,36,36,36,36
232982,144,144,144,72,72,72,72,72,72
233019,72,72,72,36,36,36,36,36,36
233037,72,72,72,36,36,36,36,36,36
233091,72,72,72,36,36,36,36,36,36
233116,72,72,72,36,36,36,36,36,36
233277,144,144,144,72,72,72,72,72,72
233295,144,144,144,72,72,72,72,72,72
233301,144,144,144,72,72,72,72,72,72
233310,72,72,72,36,36,36,36,36,36
233329,72,72,72,36,36,36,36,36,36
233338,72,72,72,36,36,36,36,36,36
233356,144,144,144,72,72,72,72,72,72
233374,144,144,144,72,72,72,72,72,72
233426,144,144,144,72,72,72,72,72,72
233499,108,108,108,54,54,54,54,54,54
233541,144,144,144,72,72,72,72,72,72
233611,144,144,144,72,72,72,72,72,72
233639,72,72,72,36,36,36,36,36,36
233648,72,72,72,36,36,36,36,36,36
233684,144,144,144,72,72,72,72,72,72
233718,144,144,144,72,72,72,72,72,72
233754,72,72,72,36,36,36,36,36,36
233772,72,72,72,36,36,36,36,36,36
233897,144,144,144,72,72,72,72,72,72
233903,72,72,72,36,36,36,36,36,36
233912,144,144,144,72,72,72,72,72,72
233921,144,144,144,72,72,72,72,72,72
233949,72,72,72,36,36,36,36,36,36
234030,144,144,144,72,72,72,72,72,72
234076,144,144,144,72,72,72,72,72,72
234085,144,144,144,72,72,72,72,72,72
234137,36,36,36,18,18,18,18,18,18
234155,144,144,144,72,72,72,72,72,72
234164,144,144,144,72,72,72,72,72,72
234173,144,144,144,72,72,72,72,72,72
234207,144,144,144,72,72,72,72,72,72
234216,108,108,108,54,54,54,54,54,54
234377,72,72,72,36,36,36,36,36,36
234492,144,144,144,72,72,72,72,72,72
234669,144,144,144,72,72,72,72,72,72
234696,72,72,72,36,36,36,36,36,36
234711,72,72,72,36,36,36,36,36,36
234827,144,144,144,72,72,72,72,72,72
234845,90,90,90,45,45,45,45,45,45
234915,144,144,144,72,72,72,72,72,72
234933,72,72,72,36,36,36,36,36,36
234951,72,72,72,36,36,36,36,36,36
234979,144,144,144,72,72,72,72,72,72
235024,144,144,144,72,72,72,72,72,72
235097,144,144,144,72,72,72,72,72,72
235103,72,72,72,36,36,36,36,36,36
235149,72,72,72,36,36,36,36,36,36
235167,144,144,144,72,72,72,72,72,72
235237,72,72,72,36,36,36,36,36,36
235316,144,144,144,72,72,72,72,72,72
235334,72,72,72,36,36,36,36,36,36
235343,72,72,72,36,36,36,36,36,36
235422,144,144,144,72,72,72,72,72,72
235431,72,72,72,36,36,36,36,36,36
235495,72,72,72,36,36,36,36,36,36
235510,144,144,144,72,72,72,72,72,72
235529,144,144,144,72,72,72,72,72,72
235671,72,72,72,36,36,36,36,36,36
235699,144,144,144,72,72,72,72,72,72
235750,72,72,72,36,36,36,36,36,36
235769,144,144,144,72,72,72,72,72,72
236072,90,90,90,45,45,45,45,45,45
236133,144,144,144,72,72,72,72,72,72
236188,144,144,144,72,72,72,72,72,72
236230,144,144,144,72,72,72,72,72,72
236258,144,144,144,72,72,72,72,72,72
236328,144,144,144,72,72,72,72,72,72
236382,72,72,72,36,36,36,36,36,36
236452,144,144,144,72,72,72,72,72,72
236504,144,144,144,72,72,72,72,72,72
236513,144,144,144,72,72,72,72,72,72
236577,144,144,144,72,72,72,72,72,72
236595,144,144,144,72,72,72,72,72,72
236610,72,72,72,36,36,36,36,36,36
236638,72,72,72,36,36,36,36,36,36
236656,72,72,72,36,36,36,36,36,36
236692,72,72,72,36,36,36,36,36,36
236708,72,72,72,36,36,36,36,36,36
236753,72,72,72,36,36,36,36,36,36
236887,72,72,72,36,36,36,36,36,36
236896,144,144,144,72,72,72,72,72,72
236939,144,144,144,72,72,72,72,72,72
236948,144,144,144,72,72,72,72,72,72
236975,72,72,72,36,36,36,36,36,36
236993,72,72,72,36,36,36,36,36,36
237011,144,144,144,72,72,72,72,72,72
237039,72,72,72,36,36,36,36,36,36
237057,144,144,144,72,72,72,72,72,72
237066,144,144,144,72,72,72,72,72,72
237109,72,72,72,36,36,36,36,36,36
237118,144,144,144,72,72,72,72,72,72
237136,144,144,144,72,72,72,72,72,72
237154,108,108,108,54,54,54,54,54,54
237181,144,144,144,72,72,72,72,72,72
237215,144,144,144,72,72,72,72,72,72
237312,144,144,144,72,72,72,72,72,72
237330,144,144,144,72,72,72,72,72,72
237358,144,144,144,72,72,72,72,72,72
237367,144,144,144,72,72,72,72,72,72
237385,144,144,144,72,72,72,72,72,72
237437,72,72,72,36,36,36,36,36,36
237525,144,144,144,72,72,72,72,72,72
237598,72,72,72,36,36,36,36,36,36
237604,72,72,72,36,36,36,36,36,36
237640,144,144,144,72,72,72,72,72,72
237686,144,144,144,72,72,72,72,72,72
237701,144,144,144,72,72,72,72,72,72
237783,144,144,144,72,72,72,72,72,72
237792,144,144,144,72,72,72,72,72,72
237817,72,72,72,36,36,36,36,36,36
237899,144,144,144,72,72,72,72,72,72
237932,144,144,144,72,72,72,72,72,72
237950,144,144,144,72,72,72,72,72,72
237969,144,144,144,72,72,72,72,72,72
237978,72,72,72,36,36,36,36,36,36
237987,72,72,72,36,36,36,36,36,36
237996,72,72,72,36,36,36,36,36,36
238014,72,72,72,36,36,36,36,36,36
238032,144,144,144,72,72,72,72,72,72
238078,144,144,144,72,72,72,72,72,72
238193,144,144,144,72,72,72,72,72,72
238263,144,144,144,72,72,72,72,72,72
238324,144,144,144,72,72,72,72,72,72
238333,144,144,144,72,72,72,72,72,72
238397,72,72,72,36,36,36,36,36,36
238430,144,144,144,72,72,72,72,72,72
238458,144,144,144,72,72,72,72,72,72
238476,144,144,144,72,72,72,72,72,72
238616,144,144,144,72,72,72,72,72,72
238661,144,144,144,72,72,72,72,72,72
238722,72,72,72,36,36,36,36,36,36
238759,72,72,72,36,36,36,36,36,36
238892,144,144,144,72,72,72,72,72,72
238935,108,108,108,54,54,54,54,54,54
238980,144,144,144,72,72,72,72,72,72
239008,72,72,72,36,36,36,36,36,36
239017,144,144,144,72,72,72,72,72,72
239071,144,144,144,72,72,72,72,72,72
239080,144,144,144,72,72,72,72,72,72
239105,144,144,144,72,72,72,72,72,72
239220,72,72,72,36,36,36,36,36,36
239248,72,72,72,36,36,36,36,36,36
239309,144,144,144,72,72,72,72,72,72
239318,144,144,144,72,72,72,72,72,72
239372,72,72,72,36,36,36,36,36,36
239390,144,144,144,72,72,72,72,72,72
239442,72,72,72,36,36,36,36,36,36
239460,72,72,72,36,36,36,36,36,36
239488,72,72,72,36,36,36,36,36,36
239503,144,144,144,72,72,72,72,72,72
239512,144,144,144,72,72,72,72,72,72
239628,144,144,144,72,72,72,72,72,72
239716,144,144,144,72,72,72,72,72,72
239743,144,144,144,72,72,72,72,72,72
239910,72,72,72,36,36,36,36,36,36
239929,144,144,144,72,72,72,72,72,72
240055,72,72,72,36,36,36,36,36,36
240107,144,144,144,72,72,72,72,72,72
240116,72,72,72,36,36,36,36,36,36
240125,72,72,72,36,36,36,36,36,36
240170,72,72,72,36,36,36,36,36,36
240189,144,144,144,72,72,72,72,72,72
240198,72,72,72,36,36,36,36,36,36
240268,144,144,144,72,72,72,72,72,72
240277,144,144,144,72,72,72,72,72,72
240329,144,144,144,72,72,72,72,72,72
240338,144,144,144,72,72,72,72,72,72
240365,144,144,144,72,72,72,72,72,72
240374,144,144,144,72,72,72,72,72,72
240392,144,144,144,72,72,72,72,72,72
240417,144,144,144,72,72,72,72,72,72
240426,144,144,144,72,72,72,72,72,72
240444,144,144,144,72,72,72,72,72,72
240453,144,144,144,72,72,72,72,72,72
240462,144,144,144,72,72,72,72,72,72
240471,144,144,144,72,72,72,72,72,72
240480,144,144,144,72,72,72,72,72,72
240505,72,72,72,36,36,36,36,36,36
240514,72,72,72,36,36,36,36,36,36
240596,72,72,72,36,36,36,36,36,36
240620,72,72,72,36,36,36,36,36,36
240657,72,72,72,36,36,36,36,36,36
240666,72,72,72,36,36,36,36,36,36
240693,72,72,72,36,36,36,36,36,36
240718,72,72,72,36,36,36,36,36,36
240727,144,144,144,72,72,72,72,72,72
243744,144,144,144,72,72,72,72,72,72
243780,144,144,144,72,72,72,72,72,72
243823,36,36,36,18,18,18,18,18,18
244011,144,144,144,72,72,72,72,72,72
244154,144,144,144,72,72,72,72,72,72
244190,144,144,144,72,72,72,72,72,72
244233,144,144,144,72,72,72,72,72,72
244279,72,72,72,36,36,36,36,36,36
244437,72,72,72,36,36,36,36,36,36
244446,72,72,72,36,36,36,36,36,36
245032,72,72,72,36,36,36,36,36,36
245342,144,144,144,72,72,72,72,72,72
245421,72,72,72,36,36,36,36,36,36
245430,72,72,72,36,36,36,36,36,36
245625,72,72,72,36,36,36,36,36,36
245652,144,144,144,72,72,72,72,72,72
245883,36,36,36,18,18,18,18,18,18
245953,144,144,144,72,72,72,72,72,72
245962,144,144,144,72,72,72,72,72,72
246008,72,72,72,36,36,36,36,36,36
246035,72,72,72,36,36,36,36,36,36
246202,72,72,72,36,36,36,36,36,36
246266,72,72,72,36,36,36,36,36,36
246354,72,72,72,36,36,36,36,36,36
246813,72,72,72,36,36,36,36,36,36
246974,72,72,72,36,36,36,36,36,36
247065,144,144,144,72,72,72,72,72,72
247603,72,72,72,36,36,36,36,36,36
247649,90,90,90,45,45,45,45,45,45
247700,144,144,144,72,72,72,72,72,72
247834,72,72,72,36,36,36,36,36,36
247940,72,72,72,36,36,36,36,36,36
248776,72,72,72,36,36,36,36,36,36
248846,18,18,18,9,9,9,9,9,9
248882,144,144,144,72,72,72,72,72,72
248934,144,144,144,72,72,72,72,72,72
249247,54,54,54,27,27,27,27,27,27
249609,72,72,72,36,36,36,36,36,36
250027,72,72,72,36,36,36,36,36,36
250407,54,54,54,27,27,27,27,27,27
250601,72,72,72,36,36,36,36,36,36
251075,72,72,72,36,36,36,36,36,36
251251,144,144,144,72,72,72,72,72,72
251260,72,72,72,36,36,36,36,36,36
251312,144,144,144,72,72,72,72,72,72
260293,144,144,144,72,72,72,72,72,72
260354,72,72,72,36,36,36,36,36,36
260372,72,72,72,36,36,36,36,36,36
260691,72,72,72,36,36,36,36,36,36
260789,144,144,144,72,72,72,72,72,72
260813,144,144,144,72,72,72,72,72,72
260901,144,144,144,72,72,72,72,72,72
260910,144,144,144,72,72,72,72,72,72
260974,144,144,144,72,72,72,72,72,72
260992,72,72,72,36,36,36,36,36,36
261472,144,144,144,72,72,72,72,72,72
261861,72,72,72,36,36,36,36,36,36
261931,144,144,144,72,72,72,72,72,72
262031,72,72,72,36,36,36,36,36,36
262086,36,36,36,18,18,18,18,18,18
262129,144,144,144,72,72,72,72,72,72
262332,144,144,144,72,72,72,72,72,72
262457,72,72,72,36,36,36,36,36,36
262509,72,72,72,36,36,36,36,36,36
363387,72,72,72,36,36,36,36,36,36
363439,144,144,144,72,72,72,72,72,72
363633,72,72,72,36,36,36,36,36,36
363934,144,144,144,72,72,72,72,72,72
364016,72,72,72,36,36,36,36,36,36
364025,72,72,72,36,36,36,36,36,36
364168,144,144,144,72,72,72,72,72,72
364885,54,54,54,27,27,27,27,27,27
364955,72,72,72,36,36,36,36,36,36
364973,72,72,72,36,36,36,36,36,36
365055,72,72,72,36,36,36,36,36,36
365204,72,72,72,36,36,36,36,36,36
366003,36,36,36,18,18,18,18,18,18
366252,144,144,144,72,72,72,72,72,72
366261,72,72,72,36,36,36,36,36,36
366270,72,72,72,36,36,36,36,36,36
366340,72,72,72,36,36,36,36,36,36
366395,72,72,72,36,36,36,36,36,36
366401,72,72,72,36,36,36,36,36,36
366447,72,72,72,36,36,36,36,36,36
366465,72,72,72,36,36,36,36,36,36
366535,72,72,72,36,36,36,36,36,36
366544,72,72,72,36,36,36,36,36,36
366553,144,144,144,72,72,72,72,72,72
366580,144,144,144,72,72,72,72,72,72
366650,144,144,144,72,72,72,72,72,72
366678,144,144,144,72,72,72,72,72,72
366696,144,144,144,72,72,72,72,72,72
366711,144,144,144,72,72,72,72,72,72
366748,36,36,36,18,18,18,18,18,18
366960,72,72,72,36,36,36,36,36,36
367024,144,144,144,72,72,72,72,72,72
367097,72,72,72,36,36,36,36,36,36
367112,72,72,72,36,36,36,36,36,36
367194,144,144,144,72,72,72,72,72,72
367316,72,72,72,36,36,36,36,36,36
367413,54,54,54,27,27,27,27,27,27
367459,72,72,72,36,36,36,36,36,36
367839,144,144,144,72,72,72,72,72,72
367884,144,144,144,72,72,72,72,72,72
367909,144,144,144,72,72,72,72,72,72
367936,36,36,36,18,18,18,18,18,18
368443,144,144,144,72,72,72,72,72,72
368452,144,144,144,72,72,72,72,72,72
368601,144,144,144,72,72,72,72,72,72
368629,72,72,72,36,36,36,36,36,36
368780,72,72,72,36,36,36,36,36,36
368805,72,72,72,36,36,36,36,36,36
368911,72,72,72,36,36,36,36,36,36
369084,144,144,144,72,72,72,72,72,72
369516,90,90,90,45,45,45,45,45,45
369862,72,72,72,36,36,36,36,36,36
369905,144,144,144,72,72,72,72,72,72
371052,72,72,72,36,36,36,36,36,36
371760,72,72,72,36,36,36,36,36,36
371779,72,72,72,36,36,36,36,36,36
371982,72,72,72,36,36,36,36,36,36
372037,72,72,72,36,36,36,36,36,36
372073,144,144,144,72,72,72,72,72,72
372213,144,144,144,72,72,72,72,72,72
372222,144,144,144,72,72,72,72,72,72
372329,72,72,72,36,36,36,36,36,36
372578,144,144,144,72,72,72,72,72,72
372772,72,72,72,36,36,36,36,36,36
372921,72,72,72,36,36,36,36,36,36
372958,144,144,144,72,72,72,72,72,72
373058,72,72,72,36,36,36,36,36,36
373085,72,72,72,36,36,36,36,36,36
373827,144,144,144,72,72,72,72,72,72
374875,72,72,72,36,36,36,36,36,36
374972,144,144,144,72,72,72,72,72,72
375230,144,144,144,72,72,72,72,72,72
375416,72,72,72,36,36,36,36,36,36
375489,90,90,90,45,45,45,45,45,45
375841,72,72,72,36,36,36,36,36,36
375939,72,72,72,36,36,36,36,36,36
376136,54,54,54,27,27,27,27,27,27
377069,144,144,144,72,72,72,72,72,72
377111,72,72,72,36,36,36,36,36,36
377342,72,72,72,36,36,36,36,36,36
377421,54,54,54,27,27,27,27,27,27
377449,72,72,72,36,36,36,36,36,36
377458,72,72,72,36,36,36,36,36,36
377546,144,144,144,72,72,72,72,72,72
377555,36,36,36,18,18,18,18,18,18
377564,36,36,36,18,18,18,18,18,18
378406,144,144,144,72,72,72,72,72,72
378576,36,36,36,18,18,18,18,18,18
379029,72,72,72,36,36,36,36,36,36
379782,144,144,144,72,72,72,72,72,72
380094,72,72,72,36,36,36,36,36,36
380359,72,72,72,36,36,36,36,36,36
380368,72,72,72,36,36,36,36,36,36
380377,144,144,144,72,72,72,72,72,72
380438,72,72,72,36,36,36,36,36,36
380465,144,144,144,72,72,72,72,72,72
381617,144,144,144,72,72,72,72,72,72
381732,72,72,72,36,36,36,36,36,36
381741,108,108,108,54,54,54,54,54,54
381787,144,144,144,72,72,72,72,72,72
381796,54,54,54,27,27,27,27,27,27
381909,144,144,144,72,72,72,72,72,72
382054,54,54,54,27,27,27,27,27,27
382504,72,72,72,36,36,36,36,36,36
382771,72,72,72,36,36,36,36,36,36
382896,72,72,72,36,36,36,36,36,36
382911,72,72,72,36,36,36,36,36,36
382957,72,72,72,36,36,36,36,36,36
383190,72,72,72,36,36,36,36,36,36
383950,72,72,72,36,36,36,36,36,36
383996,72,72,72,36,36,36,36,36,36
384193,54,54,54,27,27,27,27,27,27
384209,72,72,72,36,36,36,36,36,36
384254,144,144,144,72,72,72,72,72,72
384333,72,72,72,36,36,36,36,36,36
384342,72,72,72,36,36,36,36,36,36
384360,54,54,54,27,27,27,27,27,27
384379,54,54,54,27,27,27,27,27,27
384388,54,54,54,27,27,27,27,27,27
384397,54,54,54,27,27,27,27,27,27
384412,144,144,144,72,72,72,72,72,72
385008,72,72,72,36,36,36,36,36,36
385503,72,72,72,36,36,36,36,36,36
385619,144,144,144,72,72,72,72,72,72
386472,144,144,144,72,72,72,72,72,72
387925,72,72,72,36,36,36,36,36,36
